Year,Term,Subject,Catalog,Descr,Primary Instructor Name,Max Units,Long Title,Description,Requisite
2019,Spring,MGMT,3550,IP Strat for Tech Start Ups,"Powers,Elizabeth Enayati",2,IP Strategies for Tech Start Ups,"Identification and management of intellectual property (IP) assets is a significant strategic tool for every level of management.  This course is designed to demystify intellectual property rights that are present in technology companies, and to give them a working understanding of IP rights relevant to technology, and in particular start-up technology companies.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Spring,MGMT,3550,IP Strat for Tech Start Ups,"Powers,Elizabeth Enayati",2,IP Strategies for Tech Start Ups,"Identification and management of intellectual property (IP) assets is a significant strategic tool for every level of management.  This course is designed to demystify intellectual property rights that are present in technology companies, and to give them a working understanding of IP rights relevant to technology, and in particular start-up technology companies.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Spring,OMIS,3200,Quantitative Methods,"Fatemi,Homi",2,Quantitative Methods,"Introduces probability and statistical analysis, emphasizing applications to managerial decision problems. Discusses descriptive statistics, probability theory, sampling distributions, statistical estimation, hypothesis testing, and simple and multiple regressions. Additional topics may include exploratory data analysis, analysis of variance, and contingency tables",
2019,Spring,OMIS,3200,Quantitative Methods,"Fatemi,Homi",2,Quantitative Methods,"Introduces probability and statistical analysis, emphasizing applications to managerial decision problems. Discusses descriptive statistics, probability theory, sampling distributions, statistical estimation, hypothesis testing, and simple and multiple regressions. Additional topics may include exploratory data analysis, analysis of variance, and contingency tables",
2019,Spring,OMIS,3202,Analytical Decision Making,"Li,Tao",2,Analytical Decision Making,"This course covers how to rigorously formulate decision problems, apply mathematical optimization, deal with the uncertainties inherent in real business problems, while introducing the corresponding computer modeling tools.",(OMIS 3200 OR OMIS 3350) AND MBAMBAMJ AND NOT OMIS 3352
2019,Winter,ACTG,2301,Financial and Managerial Actg,"Teruel,Frank",3,Financial and Managerial Accounting,This course combines an introduction to financial and managerial accounting to assist students in understanding how these disciplines contribute to the success of the firm.  It will focus on the interpretation of reported financial information and how these disciplines contribute to decision-making in the firm.,MSINFSYSMJ Academic Plan ONLY
2019,Winter,ACTG,2301,Financial and Managerial Actg,"Teruel,Frank",3,Financial and Managerial Accounting,This course combines an introduction to financial and managerial accounting to assist students in understanding how these disciplines contribute to the success of the firm.  It will focus on the interpretation of reported financial information and how these disciplines contribute to decision-making in the firm.,MSINFSYSMJ Academic Plan ONLY
2019,Winter,ACTG,3000,Financial Accounting,"Teruel,Frank",4,Financial Accounting,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,ACTG,3000,Financial Accounting,"Paisley,Christopher B",4,Financial Accounting,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,ACTG,3000,Financial Accounting,"Paisley,Christopher B",4,Financial Accounting,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,ACTG,3000,Financial Accounting,"Teruel,Frank",4,Financial Accounting,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,ECON,3000,Managerial Economics,"Sundstrom,William A",4,Managerial Economics,"This course will introduce economic foundation for managerial decisions.  The course analyzes the economic behavior of individuals and firms and explores how their interactions in markets affect managerial decisions.  Basic concept of market, price elasticity, theory of consumer and theory of firm will be studied to incorporate economic theories in managerial decision making.  How key managerial decisions are made in different industrial structures will be discussed.",(OMIS 3202 OR OMIS 355 OR OMIS 3352) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ AND NOT (ECON 401 OR ECON 3400 OR ECON 2401 OR ECON 852)
2019,Winter,ECON,3000,Managerial Economics,"Shin,Dongsoo",4,Managerial Economics,"This course will introduce economic foundation for managerial decisions.  The course analyzes the economic behavior of individuals and firms and explores how their interactions in markets affect managerial decisions.  Basic concept of market, price elasticity, theory of consumer and theory of firm will be studied to incorporate economic theories in managerial decision making.  How key managerial decisions are made in different industrial structures will be discussed.",(OMIS 3202 OR OMIS 355 OR OMIS 3352) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ AND NOT (ECON 401 OR ECON 3400 OR ECON 2401 OR ECON 852)
2019,Winter,ECON,3000,Managerial Economics,"Shin,Dongsoo",4,Managerial Economics,"This course will introduce economic foundation for managerial decisions.  The course analyzes the economic behavior of individuals and firms and explores how their interactions in markets affect managerial decisions.  Basic concept of market, price elasticity, theory of consumer and theory of firm will be studied to incorporate economic theories in managerial decision making.  How key managerial decisions are made in different industrial structures will be discussed.",(OMIS 3202 OR OMIS 355 OR OMIS 3352) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ AND NOT (ECON 401 OR ECON 3400 OR ECON 2401 OR ECON 852)
2019,Winter,ECON,3430,Game Theory and Strategic Beh.,"Shin,Dongsoo",4,Game Theory and Strategic Behavior,"Studies theoretical concepts and tools for analyzing issues in the business environment such as conflict, bargaining, pretending and shirking in organizations and markets, agenda construction, and strategic commitment. Teaches game theoretical topics such as Nash-equilibrium, Sub game perfection, Bayesian Nash-equilibrium, Harsanyi transformation, commitment, and Perfect Bayesian Equilibrium.",(ECON 3400 OR ECON 401 OR ECON 2401 OR ECON 852 OR ECON 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)  AND NOT (ECON 405 OR ECON 857)
2019,Winter,ECON,3430,Game Theory and Strategic Beh.,"Shin,Dongsoo",4,Game Theory and Strategic Behavior,"Studies theoretical concepts and tools for analyzing issues in the business environment such as conflict, bargaining, pretending and shirking in organizations and markets, agenda construction, and strategic commitment. Teaches game theoretical topics such as Nash-equilibrium, Sub game perfection, Bayesian Nash-equilibrium, Harsanyi transformation, commitment, and Perfect Bayesian Equilibrium.",(ECON 3400 OR ECON 401 OR ECON 2401 OR ECON 852 OR ECON 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)  AND NOT (ECON 405 OR ECON 857)
2019,Winter,EMBA, 802,Financial Management,"Das,Sanjiv R",1,Financial Management,,
2019,Winter,EMBA, 802,Financial Management,"Das,Sanjiv R",1,Financial Management,,
2019,Winter,EMBA, 802,Financial Management,"Das,Sanjiv R",1,Financial Management,,
2019,Winter,EMBA, 803,Managerial Economics,"Shin,Dongsoo",1,Managerial Economics,,
2019,Winter,EMBA, 803,Managerial Economics,"Shin,Dongsoo",1,Managerial Economics,,
2019,Winter,EMBA, 803,Managerial Economics,"Shin,Dongsoo",1,Managerial Economics,,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 903,Understanding Value,"Chacko,George",6,Understanding Value,Focus on shareholder value.  Long term profit maximization as the unifying thread.  Investment decisions examined from various perspectives.,
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,EMBA, 904,Sustaining Innovation & Growth,"Madsen,Tammy",6,Defining and Exploiting White Spaces; Sustaining Innovation for Long-term Growth,"Business leaders of the twenty-first century must continually redefine industries, recreate differentiators, and rejigger operations to remain relevant. This course provides students with the tools for navigating dynamic competitive environments and innovation challenges. The emphasis will be on the skills needed to foster innovative thinking, to embed innovation in strategic planning, and to lead product, digital and corporate transformation. Experiential exercises such as case discussions, simulations, and role-playing help prepare students to lead an innovation revolution in their organization.",
2019,Winter,FNCE,2453,Corporate Finance,"Kim,Hyun",3,,,
2019,Winter,FNCE,2453,Corporate Finance,"Kim,Hyun",3,,,
2019,Winter,FNCE,2455,Investments,"Statman,Meir",3,,,
2019,Winter,FNCE,3000,Financial Management,"Sarin,Atulya",4,Financial Management,"This course provides an introduction to finance. It addresses the theory and practice of financial management, the generation and allocation of financial resources. The main objective is to provide a foundation in the basic concepts of finance, including the time value of money, cash and working capital management, the role of financial markets, portfolio theory, asset pricing, and the risk-return tradeoff, and to expand awareness of institutions and practices in business and finance.",(ACTG 3000 OR ACTG 3100 OR ACTG 300) AND (MBAMBAMJ OR MBAJDMMJ) AND NOT (FNCE 451 OR FNCE 854 OR FNCE 2452 OR FNCE 3452)
2019,Winter,FNCE,3453,Corporate Finance,"Kim,Hyun",3,Corporate Finance,"Deals with the basic and advanced concepts of corporate finance, particularly the role of the financial manager and the goal of financial management.  For this purpose, the course focuses on agency conflicts and corporate governance, capital structure, payout policy, financial distress, options (real and executive), derivatives/hedging, and international issues.",(FNCE 3000 OR FNCE 3452 OR FNCE 2452 OR FNCE 451 OR FNCE 854) AND (MBAMBAMJ OR MBAJDMMJ OR MSFNCEMJ)
2019,Winter,FNCE,3453,Corporate Finance,"Kim,Hyun",3,Corporate Finance,"Deals with the basic and advanced concepts of corporate finance, particularly the role of the financial manager and the goal of financial management.  For this purpose, the course focuses on agency conflicts and corporate governance, capital structure, payout policy, financial distress, options (real and executive), derivatives/hedging, and international issues.",(FNCE 3000 OR FNCE 3452 OR FNCE 2452 OR FNCE 451 OR FNCE 854) AND (MBAMBAMJ OR MBAJDMMJ OR MSFNCEMJ)
2019,Winter,FNCE,3480,Emerging Company Finance,"Trepanier,Daniel Pierre",3,Emerging Company Finance,"This course covers key topics that are directly relevant to entrepreneurs, defined broadly to include founders and early employees, who are evaluating, communicating, and implementing new business opportunities.  The class focuses on the start-up phase with an emphasis on Silicon Valley-style start-up companies.
The three main sections of the course are Businesses Models and Opportunities, Financial Models and their uses, and Venture Capital Investment Terms.  Businesses Opportunities covers the broad categories of business models that entrepreneurs pursue.  Financial Models covers the creation and uses of financial projections when evaluating, implementing, and financing new business ideas.  Investment Terms covers how investments in start-up companies are generally structured in Silicon Valley, and the implications that these structures have for entrepreneurs.",(FNCE 3000 OR FNCE 3452 OR FNCE 2452 OR FNCE 451 OR FNCE 854) AND (MBAMBAMJ OR MBAJDMMJ OR MSFNCEMJ)
2019,Winter,FNCE,3480,Emerging Company Finance,"Trepanier,Daniel Pierre",3,Emerging Company Finance,"This course covers key topics that are directly relevant to entrepreneurs, defined broadly to include founders and early employees, who are evaluating, communicating, and implementing new business opportunities.  The class focuses on the start-up phase with an emphasis on Silicon Valley-style start-up companies.
The three main sections of the course are Businesses Models and Opportunities, Financial Models and their uses, and Venture Capital Investment Terms.  Businesses Opportunities covers the broad categories of business models that entrepreneurs pursue.  Financial Models covers the creation and uses of financial projections when evaluating, implementing, and financing new business ideas.  Investment Terms covers how investments in start-up companies are generally structured in Silicon Valley, and the implications that these structures have for entrepreneurs.",(FNCE 3000 OR FNCE 3452 OR FNCE 2452 OR FNCE 451 OR FNCE 854) AND (MBAMBAMJ OR MBAJDMMJ OR MSFNCEMJ)
2019,Winter,FNCE,3491,Investments,"Statman,Meir",4,Investments,"Investment  knowledge  is  important  to  investment  professionals,  such  as  portfolio   managers  and  financial  advisers.  They  must  know  how  to  evaluate  and  select  stocks,   bonds,  options  and  other  securities,  and  how  to  guide  investors  to  fitting  portfolios  and   good  investment  behavior.        Investment  knowledge  is  also  important  to  all  of  us  as  individual  investors.  The  world  of   investment  is  changing  rapidly  as  investment  responsibilities  and  power  move  into  the   hands  of  individuals.  The  typical  retirement  plan  is  now  a  401(k)  type  defined   contribution  savings  plan  where  individuals  make  investments  decisions  and  live  by  their   outcomes.        This  course  is  centered  on  evidence-­based  knowledge  of  investments  and  investment   behavior.  It  presents  side  by  side  standard  and  behavioral  investment  theory,  evidence,   and  practice.  These  include  analysis  of  wants  and  cognitive  and  emotional  shortcuts  and   errors,  portfolios,  life-­cycles  of  saving  and  spending,  asset  pricing,  and  market  efficiency.   These  also  include  analysis  of  financial  markets,  such  as  stock  exchanges,  and  securities,   such  as  stocks,  bonds,  options,  and  futures.",(FNCE 3000 OR FNCE 3452 OR FNCE 2452 OR FNCE 451 OR FNCE 854) AND (MBAMBAMJ OR MBAJDMMJ OR MSFNCEMJ)
2019,Winter,IDIS,3695,Global Business Perspectives,"Brock,Phyllis S",4,Global Business Perspectives,,
2019,Winter,IDIS,3695,Global Business Perspectives,"Brock,Phyllis S",4,Global Business Perspectives,,
2019,Winter,IDIS,3797,Curricular Practicum Education,"Kadambi,Vasu",1,Curricular Practicum Education,"The primary purpose of Co-op education is to give international students an opportunity to gain practical knowledge in their field of study. This course is designed to prepare them for such an experience. It consists of a series of lectures on topics that will familiarize them with the Silicon Valley working environment, and will enable them to relate their experience in the industry to their academic program. Attendance is mandatory.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3798,Extended Curricular Practicum,"Kadambi,Vasu",1,Extended Curricular Practicum Education,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Tan,Tzu-Chin",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Tan,Tzu-Chin",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Samorani,Michele",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Samorani,Michele",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Tan,Tzu-Chin",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,IDIS,3802,Data Science Analysis w/Python,"Tan,Tzu-Chin",3,Data Science Analysis with Python,,(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,MGMT,2501,Bldg & Lding Hi-Perf Teams/Org,"Griffith,Terri L",3,Building and Leading High-Performance Teams and Organizations,"Leaders are successful when they build teams and organizations that can accomplish critical goals, adapt to changing conditions, and maintain the motivation and commitment of employees. Doing these things requires understanding how individuals characteristics affect their behaviors at work, how the dynamics of work teams are related to their performance, and how the technology, structure, and human resource systems of organizations influence performance. This course explores those general issues and addresses questions such as What are the characteristics and behaviors of high performing managers? How does one build high performing cross-functional and cross- cultural teams? What is the best way to structure an organization when rapid changes may be necessary? and What are the consequencesboth intended and unintended of systems (compensation plans, performance management systems, etc.), organization culture, and leaders actions on individual and organization performance?",(MSINFSYSMJ OR MSFNCEMJ)
2019,Winter,MGMT,2501,Bldg & Lding Hi-Perf Teams/Org,"Griffith,Terri L",3,Building and Leading High-Performance Teams and Organizations,"Leaders are successful when they build teams and organizations that can accomplish critical goals, adapt to changing conditions, and maintain the motivation and commitment of employees. Doing these things requires understanding how individuals characteristics affect their behaviors at work, how the dynamics of work teams are related to their performance, and how the technology, structure, and human resource systems of organizations influence performance. This course explores those general issues and addresses questions such as What are the characteristics and behaviors of high performing managers? How does one build high performing cross-functional and cross- cultural teams? What is the best way to structure an organization when rapid changes may be necessary? and What are the consequencesboth intended and unintended of systems (compensation plans, performance management systems, etc.), organization culture, and leaders actions on individual and organization performance?",(MSINFSYSMJ OR MSFNCEMJ)
2018,Winter,MGMT,3000,Leading People and Orgs,"Gordon,Francine Ethel",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2018,Winter,MGMT,3000,Leading People and Orgs,"Patterson,Kelly",4,Leading People and Organizations,"Provides students with theories, frameworks, and empirical research on the topic of leadership and team dynamics to help students enhance their own leadership capabilities. Topics include empirically-grounded models of leadership, importance of self-awareness in leadership, effective group & team dynamics, group decision-making, conflict resolution, and design thinking.",(MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,MGMT,3050,Strategic Analysis,"MacGregor,Nydia M",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2019,Winter,MGMT,3050,Strategic Analysis,"Madsen,Tammy",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2019,Winter,MGMT,3050,Strategic Analysis,"Madsen,Tammy",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2019,Winter,MGMT,3050,Strategic Analysis,"MacGregor,Nydia M",4,Strategic Analysis,"This course focuses on the processes by which managers position their businesses to develop and sustain an advantage relative to rivals in the face of uncertainty, rapid change, and competition. Strategy involves understanding the utility of different choices and tradeoffs  choosing what not to do is as important as choosing what to do. As a result, the course covers a variety a tools, frameworks, theories and concepts for analyzing a firms strategic position and the environment in which it is operating. By focusing on the factors that make some strategic positions strong and viable, students will develop the ability to evaluate the effects of changes in resources & capabilities, industry forces, macroenvironmental forces, and technology on industry structure and firm behavior and, in turn, on a firms opportunities for establishing and sustaining a superior position relative to rivals. The course also requires that students integrate and extend the knowledge and skills they have developed throughout their MBA program course work (i.e. marketing, finance, economics, organizational behavior, ethics, information systems, accounting, etc.) into a ""total business perspective. Analyzing real world situations best facilitates this activity; therefore, case analysis plays a large role in the course. Students will develop skills in developing a coherent, social responsible, viable and defensible strategic position that will carry a firm into the future.","(OMIS 3357, 357, 857 OR 3252)&(FNCE 451 OR 2452 OR 3452, 3000 OR 854)&(ACTG 3000 OR 851)&(MKTG 3552, 551,3000 OR 856)&(ECON 3000 OR 3400 OR 857)& (MGMT 3000 OR 850)&(MGMT 3505, 505, 3200 OR IDIS 861)& (OMIS 3000) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)"
2019,Winter,MGMT,3543,Food Industry Innovation,"Kirazci,Mehmet Deniz",4,Food Industry Innovation,"This course focuses on the fundamental concepts of imagination, creativity, and innovation, as they apply to food products and the food industry. The course is designed as an action-learning process in which the students will be guided to immerse themselves in food innovation sources, identify an opportunity area, come up with an idea of food innovation and develop and plan early-stage entrepreneurial activities. Topics include the innovation methods, food value chain, including major food industry segments, factors influencing the food system, technological developments, and the methods and tools necessary to effectively manage the innovation process.",(MGMT 3000 OR MGMT 503 OR MGMT 850 OR MGMT 3502) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,MGMT,3544,Strategic Busn Negotiations,"Piderit,Kristin E",4,Strategic Business Negotiations,"Studies the behavior of individuals, groups, and organizations in the context of cooperative and competitive situations. Examines the theory and processes of negotiation so the student can negotiate successfully in a variety of settings. Designed to be relevant to the broad spectrum of negotiation problems faced by managers and professionals. Considers that while a manager needs analytical skills to discover optimal solutions to problems, a broad array of negotiation skills is needed to get these solutions accepted and implemented. Gives students the opportunity to develop these skills experientially and to understand negotiation in useful analytical frameworks.",(MGMT 3000 OR MGMT 503 OR MGMT 850 OR MGMT 3502 OR MGMT 2501) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ OR MSINFSYSMJ )
2019,Winter,MGMT,3548,Social Benefit Entrepreneurshi,"Stecker,Michelle J.",4,Social Benefit Entrepreneurship,"Introduces students to social benefit entrepreneurship through readings, case study analysis, and the application of a field-tested process to formulate business plans for existing social benefit ventures. Considers the unique nature of social entrepreneurship as an innovation process to develop products or services for advancing social progress in areas such as the environment, economic development, poverty alleviation, access to affordable healthcare, and education. Emphasizes the development of knowledge and skills for maximizing the social impact, financial sustainability, and scalability of a social benefit enterprise.",(MKTG 3000 OR MKTG 3552) AND (FNCE 3000 OR FNCE 3452 OR FNCE 451) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,MGMT,3548,Social Benefit Entrepreneurshi,,4,Social Benefit Entrepreneurship,"Introduces students to social benefit entrepreneurship through readings, case study analysis, and the application of a field-tested process to formulate business plans for existing social benefit ventures. Considers the unique nature of social entrepreneurship as an innovation process to develop products or services for advancing social progress in areas such as the environment, economic development, poverty alleviation, access to affordable healthcare, and education. Emphasizes the development of knowledge and skills for maximizing the social impact, financial sustainability, and scalability of a social benefit enterprise.",(MKTG 3000 OR MKTG 3552) AND (FNCE 3000 OR FNCE 3452 OR FNCE 451) AND (MBAMBAMJ OR MBAJDMMJ OR MBAWKENDMJ)
2019,Winter,MGMT,3549,Legal Fund. for Entrepreneurs,"Powers,Elizabeth Enayati",4,Legal Fundamentals for Entrepreneurs,"This course introduces students to some of the fundamental legal issues
typically encountered by entrepreneurs and startup companies. These include
restrictions arising when leaving a current employer, selecting the best company
structure and ownership, raising money and securities regulation, human resources
concerns, contracts and leases, liability relating to the sale of goods and services,
operational liability, intellectual property, creditors rights and bankruptcy, and others.
Prerequisite: None. (4 units)",
